688 117 117 0 0
691 115 92 0 0
706 32 57 0 0
707 21 105 0 0
716 33 3 0 0
721 9 74 0 1
746 32 2 0 0
752 54 104 0 1
754 65 56 0 1
769 71 74 0 0
775 123 36 0 0
779 4 68 0 1
780 77 51 0 0
783 82 6 0 1
793 107 78 0 1
795 67 100 0 1
796 28 28 0 0
800 9 14 0 0
801 43 54 0 1
801 2 105 0 1
806 38 60 0 0
807 56 85 0 1
808 4 16 0 0
808 92 59 0 1
811 68 15 0 0
815 122 5 0 1
824 87 45 0 1
825 104 84 0 0
832 78 83 0 0
838 0 70 0 1
841 49 106 0 0
853 24 47 0 0
855 59 71 0 0
855 107 90 0 1
858 89 53 0 0
859 28 82 0 0
863 56 51 0 1
864 40 81 0 1
868 32 43 0 0
872 97 27 0 0
877 66 95 0 0
878 3 116 0 0
884 66 0 0 1
885 60 58 0 0
887 74 122 0 0
895 43 22 0 1
901 61 79 0 0
903 60 0 0 1
921 91 100 0 0
924 88 28 0 1
937 2 62 0 1
939 67 105 0 1
940 110 64 0 1
941 3 38 0 1
943 33 122 0 0
949 69 16 0 1
950 90 69 0 1
954 100 47 0 0
962 110 90 0 0
963 67 66 0 1
967 83 8 0 0
973 55 25 0 1
983 107 61 0 0
985 94 40 0 0
985 100 65 0 1
986 30 52 0 0
993 120 96 0 0
994 102 57 0 0
994 115 119 0 0
998 114 107 0 0
1003 109 81 0 0
1006 57 54 0 1
1010 59 58 0 0
1013 23 78 0 0
1014 1 2 0 1
1022 15 124 0 1
1026 48 66 0 0
1029 43 49 0 0
1040 87 56 0 0
1042 117 104 0 1
1058 88 57 0 0
1060 32 113 0 1
1060 5 119 0 1
1064 69 45 0 0
1070 5 73 0 1
1080 65 122 0 0
1090 20 54 0 0
1092 41 111 0 0
1097 67 41 0 1
1106 96 71 0 1
1110 111 88 0 1
1134 124 55 0 1
1138 96 122 0 1
1141 22 72 0 1
1145 116 113 0 1
1146 99 14 0 1
1149 13 113 0 1
1152 125 95 0 0
1156 112 48 0 0
1157 58 101 0 0
1159 41 55 0 1
1160 91 45 0 0
1162 88 40 0 0
1164 124 72 0 1
1164 47 3 0 1
1167 44 41 0 1
1168 21 121 0 1
1169 73 60 0 0
1171 18 121 0 1
1173 78 68 0 1
1177 70 69 0 1
1186 52 82 0 0
1188 72 1 0 1
1221 4 89 0 0
1222 10 48 0 0
1228 25 73 0 1
1233 17 79 0 0
1238 58 0 0 0
1245 10 50 0 0
1246 125 1 0 1
1250 109 77 0 0
1251 29 47 0 0
1255 8 14 0 1
1257 79 12 0 1
1257 29 109 0 1
1261 4 114 0 0
1264 31 49 0 1
1269 99 95 0 0
1273 0 1 0 0
1276 106 99 0 0
1282 102 5 0 0
1287 60 37 0 0
1293 47 53 0 1
1301 105 113 0 1
1311 80 33 0 1
1312 34 31 0 0
1320 23 107 0 1
1321 3 55 0 1
1326 43 75 0 0
1328 37 101 0 1
1331 61 39 0 0
1336 119 100 0 0
1340 23 84 0 0
1346 41 33 0 0
1349 11 20 0 1
1354 30 104 0 1
1355 86 4 0 1
1361 84 11 0 0
1363 120 73 0 0
1363 20 91 0 1
1366 123 44 0 0
1370 102 47 0 0
1372 77 53 0 0
1374 25 26 0 0
1376 94 93 0 0
1380 43 12 0 0
1382 41 49 0 1
1394 107 56 0 1
1402 18 33 0 0
1402 121 46 0 1
1403 72 37 0 1
1409 61 69 0 0
1415 55 123 0 1
1423 68 54 0 0
1428 94 50 0 0
1429 12 84 0 0
1429 58 21 0 1
1441 117 117 0 1
1444 75 56 0 1
1447 20 48 0 0
1452 124 36 0 0
1456 11 116 0 1
1460 63 62 0 1
1464 112 98 0 0
1476 1 116 0 0
1478 95 4 0 1
1480 92 24 0 1
1483 123 44 0 0
1483 88 123 0 1
1494 72 122 0 0
1494 42 117 0 1
1497 81 56 0 0
1501 82 84 0 1
1508 110 81 0 1
1518 58 57 0 0
1519 111 79 0 0
1519 67 107 0 0
1522 94 72 0 0
1523 69 77 0 0
1525 96 70 0 1
1534 39 81 0 1
1535 25 111 0 0
1540 96 33 0 0
1546 101 46 0 1
1549 3 127 0 0
1558 14 76 0 1
1561 94 31 0 0
1565 76 26 0 0
1568 3 31 0 0
1569 71 16 0 0
1569 52 53 0 0
1574 99 120 0 0
1575 7 40 0 1
1576 98 15 0 1
1579 98 2 0 1
1597 96 72 0 1
1603 88 122 0 1
1605 67 5 0 1
1615 60 51 0 0
1617 34 26 0 1
1622 107 71 0 0
1622 110 105 0 1
1628 56 111 0 0
1651 5 111 0 1
1656 68 110 0 1
1657 96 61 0 1
1659 119 111 0 1
1665 0 10 0 0
1677 105 36 0 0
1677 37 90 0 0
1691 70 60 0 0
1691 106 94 0 1
1696 90 93 0 0
1696 42 16 0 0
1697 125 115 0 0
1701 47 114 0 1
1702 113 81 0 0
1704 5 24 0 1
1704 48 79 0 1
1705 98 1 0 0
1708 87 51 0 1
1708 113 22 0 1
1709 30 76 0 1
1711 76 7 0 0
1716 70 22 0 1
1722 76 20 0 0
1733 24 12 0 0
1733 105 13 0 0
1736 8 78 0 1
1737 38 47 0 0
1739 40 59 0 1
1745 3 56 0 0
1769 121 60 0 1
1779 121 33 0 0
1796 120 3 0 1
1800 60 65 0 1
1803 98 25 0 0
1808 73 39 0 1
1808 55 37 0 1
1812 46 80 0 0
1813 2 82 0 1
1814 0 73 0 1
1815 109 113 0 0
1817 33 17 0 0
1817 3 41 0 1
1822 80 30 0 0
1826 84 85 0 0
1826 45 20 0 1
1835 50 21 0 1
1838 58 110 0 0
1843 78 95 0 0
1843 9 78 0 1
1856 75 111 0 0
1857 119 47 0 1
1860 55 119 0 1
1861 99 98 0 0
1875 93 48 0 0
1879 57 106 0 0
1880 71 40 0 1
1881 66 67 0 1
1883 125 16 0 1
1902 62 5 0 0
1906 27 64 0 0
1911 13 100 0 0
1917 78 120 0 1
1923 58 85 0 1
1927 89 69 0 0
1927 35 50 0 1
1928 51 13 0 1
1936 105 14 0 0
1936 120 99 0 1
1947 31 44 0 0
1952 31 75 0 0
1952 97 23 0 1
1963 40 74 0 1
1964 21 56 0 0
1965 56 107 0 1
1971 62 103 0 0
1982 117 74 0 1
1983 44 112 0 0
1984 107 65 0 1
1993 93 113 0 0
2000 94 67 0 0
2001 37 83 0 1
2010 102 46 0 0
2015 11 8 0 0
2027 38 47 0 0
2040 102 85 0 1
2041 80 98 0 0
2059 8 41 0 1
2068 62 39 0 1
2070 112 55 0 0
2070 18 40 0 1
2071 29 61 0 1
2079 2 78 0 0
2079 93 47 0 0
2079 97 56 0 0
2081 45 106 0 1
2082 59 109 0 1
2084 12 4 0 0
2087 65 54 0 1
2088 35 100 0 0
2090 47 49 0 1
2096 37 51 0 0
2103 61 93 0 0
2105 50 127 0 0
2109 5 5 0 0
2113 2 17 0 1
2122 56 15 0 1
2130 17 38 0 0
2138 67 126 0 0
2138 39 11 0 0
2145 60 113 0 0
2157 11 53 0 0
2159 24 85 0 0
2174 34 91 0 0
2178 113 35 0 1
2179 62 83 0 0
2184 86 82 0 0
2193 98 47 0 1
2194 51 111 0 0
2198 121 50 0 0
2204 28 110 0 0
2212 62 27 0 1
2221 7 3 0 1
2223 120 126 0 0
2224 1 68 0 0
2226 61 24 0 0
2230 53 67 0 1
2230 66 125 0 1
2236 91 83 0 0
2247 122 72 0 1
2249 25 9 0 1
2251 20 33 0 0
2258 92 41 0 1
2267 32 119 0 0
2267 0 105 0 1
2268 13 124 0 1
2286 109 61 0 0
2286 83 31 0 1
2290 116 50 0 1
2293 119 105 0 1
2296 23 47 0 0
2302 83 123 0 0
2304 93 73 0 1
2307 38 65 0 1
2318 92 97 0 1
2319 30 38 0 0
2319 117 126 0 1
2320 58 115 0 0
2328 35 123 0 1
2329 116 117 0 0
2338 95 47 0 1
2339 100 126 0 1
2340 107 61 0 1
2349 112 26 0 0
2357 76 7 0 1
2357 67 69 0 1
2363 111 58 0 1
2366 81 41 0 1
2370 50 122 0 0
2371 72 87 0 1
2371 105 42 0 1
2375 93 96 0 1
2376 49 67 0 1
2386 32 126 0 0
2388 35 21 0 0
2389 93 10 0 0
2397 95 7 0 0
2420 13 60 0 1
2432 38 48 0 0
2432 82 103 0 1
2435 102 120 0 1
2451 46 62 0 1
2466 45 4 0 1
2469 80 64 0 1
2470 39 127 0 1
2471 124 108 0 0
2473 32 103 0 0
2483 127 19 0 0
2487 90 122 0 0
2489 23 24 0 0
2493 122 99 0 1
2504 16 8 0 1
2505 18 41 0 1
2505 115 125 0 1
2508 60 66 0 0
2509 105 80 0 1
2523 87 47 0 0
2523 57 110 0 0
2525 22 42 0 1
2525 79 19 0 1
2534 106 90 0 1
2542 69 57 0 0
2545 78 6 0 1
2555 34 98 0 0
2560 72 62 0 0
2562 116 35 0 1
2565 36 51 0 1
2587 92 114 0 0
2594 89 71 0 1
2600 36 45 0 0
2614 25 14 0 1
2616 16 74 0 0
2620 16 81 0 1
2625 70 4 0 1
2631 102 13 0 1
2632 6 7 0 1
2640 44 37 0 0
2646 32 13 0 0
2648 87 32 0 1
2649 19 99 0 0
2653 7 94 0 1
2655 32 98 0 1
2677 79 82 0 0
2678 87 6 0 0
2678 86 15 0 1
2689 98 99 0 1
2690 3 106 0 1
2697 12 80 0 0
2697 126 109 0 1
2697 73 51 0 1
2700 39 72 0 1
2703 86 9 0 1
2708 37 111 0 1
2722 47 121 0 0
2736 60 33 0 1
2736 44 125 0 1
2738 4 65 0 1
2741 96 12 0 1
2750 10 25 0 0
2753 22 22 0 1
2759 74 32 0 1
2765 106 11 0 1
2769 76 100 0 0
2773 103 61 0 0
2775 107 105 0 0
2777 92 0 0 0
2779 29 53 0 0
2781 83 84 0 1
2790 86 40 0 0
2790 54 23 0 0
2791 79 111 0 1
2797 19 41 0 1
2797 97 38 0 1
2804 42 48 0 0
2814 43 125 0 1
2820 103 95 0 0
2822 61 126 0 0
2825 110 50 0 1
2835 113 93 0 0
2837 88 27 0 1
2844 18 19 0 0
2850 68 49 0 1
2858 48 39 0 1
2858 38 3 0 1
2861 38 46 0 1
2864 41 31 0 0
2874 85 51 0 1
2878 78 45 0 0
2880 117 107 0 0
2880 89 48 0 1
2880 70 109 0 1
2880 85 27 0 1
2887 45 58 0 1
2891 46 76 0 0
2896 50 35 0 0
2898 98 100 0 1
2907 88 57 0 0
2910 122 105 0 1
2923 56 89 0 0
2924 43 20 0 1
2932 65 44 0 0
2941 34 23 0 0
2952 15 5 0 0
2953 124 21 0 1
2963 96 113 0 1
2970 86 88 0 1
2970 30 34 0 1
2972 23 56 0 0
2974 50 63 0 0
2975 71 66 0 1
2984 67 71 0 0
2989 114 47 0 1
2990 86 62 0 1
2998 77 105 0 0
3000 2 67 0 0
3002 125 57 0 0
3005 67 70 0 0
3008 74 117 0 0
3009 53 116 0 0
3014 89 125 0 0
3020 47 42 0 1
3023 50 45 0 0
3024 18 87 0 0
3026 103 100 0 0
3035 16 114 0 0
3038 92 58 0 1
3041 45 48 0 1
3042 7 116 0 1
3049 94 46 0 0
3050 100 22 0 0
3051 108 30 0 1
3071 66 94 0 0
3079 29 115 0 0
3084 23 47 0 0
3090 84 87 0 1
3096 16 101 0 0
3104 63 70 0 1
3114 119 54 0 1
3115 16 87 0 1
3115 125 98 0 1
3124 55 4 0 0
3127 28 85 0 0
3137 9 27 0 0
3138 41 17 0 0
3138 0 121 0 0
3139 13 124 0 0
3139 61 94 0 1
3143 4 48 0 0
3148 32 18 0 0
3148 92 39 0 0
3148 96 59 0 1
3155 72 39 0 0
3155 10 32 0 1
3156 0 121 0 0
3159 122 53 0 0
3167 93 60 0 0
3173 77 31 0 0
3173 53 104 0 1
3192 25 120 0 0
3210 31 6 0 1
3211 23 104 0 1
3218 73 48 0 1
3225 40 67 0 0
3226 102 25 0 1
3235 104 116 0 1
3267 25 63 0 1
3282 41 71 0 0
3282 85 40 0 1
3304 47 87 0 0
3305 26 61 0 1
3314 71 48 0 0
3335 22 39 0 1
3337 25 123 0 1
3338 105 95 0 0
3338 77 49 0 1
3340 70 75 0 1
3348 41 61 0 0
3349 0 21 0 1
3350 124 95 0 0
3352 62 92 0 0
3358 74 113 0 1
3361 94 117 0 0
3361 112 46 0 1
3366 13 29 0 0
3373 52 89 0 0
3379 81 31 0 0
3382 108 105 0 0
3389 29 9 0 1
3395 37 100 0 0
3418 45 103 0 1
3429 36 74 0 1
3435 76 70 0 0
3435 26 47 0 0
3447 75 115 0 0
3454 58 99 0 1
3454 73 120 0 1
3457 107 50 0 1
3458 14 73 0 1
3458 45 106 0 1
3461 15 124 0 0
3464 47 86 0 0
3464 127 87 0 1
3467 104 124 0 0
3471 22 95 0 0
3473 15 61 0 1
3477 16 37 0 0
3486 71 82 0 1
3491 127 70 0 0
3497 108 70 0 0
3501 19 75 0 1
3505 82 94 0 0
3507 55 96 0 0
3508 32 13 0 0
3521 59 70 0 1
3531 32 36 0 1
3549 53 112 0 0
3550 90 56 0 0
3553 72 32 0 0
3554 66 116 0 0
3554 73 95 0 1
3562 74 8 0 0
3564 106 56 0 0
3566 62 99 0 1
3566 69 72 0 1
3574 79 111 0 1
3575 36 100 0 0
3576 0 52 0 0
3578 80 90 0 1
3582 26 37 0 1
3583 69 98 0 1
3587 16 46 0 0
3589 48 15 0 1
3592 28 52 0 0
3594 124 81 0 1
3595 47 70 0 1
3616 66 19 0 1
3616 23 75 0 1
3643 54 91 0 1
3652 49 70 0 0
3654 96 99 0 0
3654 59 32 0 1
3659 25 118 0 0
3660 64 8 0 1
3665 32 85 0 1
3668 27 77 0 1
3671 48 94 0 1
3674 108 75 0 0
3685 25 49 0 0
3701 18 121 0 0
3702 109 54 0 1
3703 91 20 0 0
3707 41 17 0 0
3709 79 102 0 0
3714 41 16 0 0
3726 110 48 0 1
3727 31 18 0 0
3743 119 92 0 0
3743 126 30 0 1
3748 13 61 0 0
3752 21 85 0 0
3763 58 77 0 0
3768 103 92 0 0
3769 101 52 0 1
3773 104 1 0 0
3778 31 70 0 1
3779 68 25 0 0
3789 47 107 0 1
3793 45 114 0 0
3793 126 10 0 1
3798 115 32 0 1
3802 117 109 0 1
3809 103 77 0 0
3809 12 10 0 1
3809 43 20 0 1
3814 92 50 0 1
3817 36 3 0 0
3829 98 51 0 1
3841 71 112 0 0
3853 16 79 0 0
3857 110 41 0 0
3860 59 39 0 0
3861 15 117 0 0
3864 91 24 0 0
3864 125 47 0 0
3866 100 67 0 1
3870 42 114 0 1
3873 124 86 0 1
3878 94 66 0 0
3884 12 13 0 0
3886 112 20 0 0
3905 83 75 0 0
3907 34 60 0 1
3908 50 58 0 1
3914 83 31 0 0
3914 0 52 0 0
3926 127 37 0 0
3931 100 34 0 1
3933 90 54 0 0
3942 121 75 0 1
3948 107 12 0 0
3950 103 98 0 0
3950 81 119 0 1
3950 70 69 0 1
3958 20 99 0 1
3975 27 58 0 1
3978 3 62 0 0
3983 88 27 0 0
3985 5 70 0 0
3993 37 7 0 0
3993 74 66 0 0
4000 1 105 0 0
4011 33 127 0 0
4021 118 14 0 0
4021 10 63 0 1
4023 38 82 0 0
4027 49 52 0 1
4028 56 5 0 0
4032 4 26 0 1
4035 4 53 0 0
4040 116 71 0 1
4042 63 94 0 0
4053 1 33 0 1
4068 92 56 0 0
4070 91 62 0 0
4070 21 105 0 1
4074 33 113 0 0
4076 88 79 0 0
4079 34 123 0 1
4083 60 95 0 1
4090 41 11 0 0
4091 110 13 0 0
4092 124 115 0 1
4093 69 28 0 0
4097 76 31 0 1
4099 4 95 0 1
4108 21 22 0 0
4111 59 125 0 1
4123 0 118 0 0
4126 64 32 0 1
4143 50 14 0 1
4150 65 99 0 0
4152 14 13 0 1
4156 87 59 0 1
4166 116 48 0 1
4167 29 41 0 0
4173 33 65 0 1
4174 125 46 0 0
4175 106 13 0 0
4180 70 61 0 1
4187 103 13 0 1
4195 65 95 0 1
4202 108 111 0 1
4209 93 118 0 0
4210 35 15 0 1
4216 104 46 0 0
4219 87 10 0 1
4220 85 99 0 1
4222 39 85 0 1
4223 105 115 0 0
4224 71 17 0 0
4226 54 36 0 1
4234 31 72 0 1
4235 77 42 0 1
4243 64 21 0 0
4244 46 28 0 0
4247 70 120 0 0
4250 55 60 0 0
4253 66 31 0 1
4265 3 52 0 0
4265 120 73 0 1
4265 4 24 0 1
4269 25 74 0 1
4274 110 68 0 0
4285 88 37 0 0
4286 20 12 0 0
4293 88 100 0 0
4293 7 41 0 0
4298 98 23 0 0
4306 3 51 0 0
4307 0 75 0 0
4315 18 77 0 1
4323 63 95 0 0
4329 25 64 0 0
4330 58 54 0 0
4340 37 69 0 1
4344 121 101 0 0
4346 63 81 0 1
4350 76 106 0 1
4352 2 48 0 1
4353 15 45 0 1
4358 25 1 0 0
4359 71 26 0 1
4360 11 7 0 0
4361 114 18 0 0
4373 45 72 0 1
4381 114 74 0 0
4384 103 4 0 0
4391 67 76 0 1
4393 58 38 0 0
4397 2 7 0 1
4405 36 76 0 0
4405 17 50 0 1
4412 59 101 0 1
4413 92 16 0 1
4416 18 75 0 1
4423 117 124 0 0
4435 27 43 0 0
4441 80 115 0 0
4442 26 61 0 1
4445 70 29 0 1
4447 120 96 0 0
4447 122 36 0 1
4454 20 125 0 1
4460 69 74 0 1
4462 15 126 0 1
4464 106 51 0 0
4465 33 101 0 0
4467 62 7 0 1
4467 115 122 0 1
4469 80 121 0 0
4486 72 113 0 0
4488 2 79 0 1
4494 36 103 0 0
4495 6 79 0 0
4502 64 19 0 0
4507 64 85 0 1
4519 29 18 0 1
4521 38 102 0 0
4526 53 116 0 1
4532 2 114 0 1
4533 39 19 0 1
4535 32 9 0 1
4538 28 33 0 0
4543 35 13 0 0
4544 30 53 0 1
4547 92 115 0 0
4550 58 104 0 0
4554 15 50 0 1
4555 71 94 0 0
4563 120 102 0 1
4568 56 22 0 0
4581 105 36 0 1
4583 82 26 0 1
4590 4 25 0 0
4593 80 21 0 1
4598 64 42 0 1
4601 107 66 0 1
4608 9 11 0 1
4609 2 125 0 1
4611 50 96 0 1
4615 8 61 0 0
4619 116 102 0 0
4635 61 60 0 1
4647 61 111 0 0
4648 92 58 0 1
4649 67 69 0 0
4653 65 34 0 0
4655 31 90 0 0
4657 126 43 0 0
4657 38 55 0 0
4660 104 106 0 0
4662 71 18 0 0
4662 122 4 0 1
4666 72 72 0 1
4670 21 85 0 0
4672 21 34 0 0
4672 28 52 0 0
4675 111 2 0 0
4679 101 88 0 0
4682 28 33 0 1
4684 57 118 0 0
4686 13 73 0 0
4686 51 30 0 1
4694 112 26 0 1
4701 29 117 0 0
4706 101 20 0 0
4708 104 61 0 0
4712 51 104 0 1
4716 77 99 0 0
4718 80 55 0 0
4718 10 124 0 1
4720 102 100 0 1
4722 65 26 0 1
4733 110 123 0 1
4736 109 72 0 1
4740 35 22 0 0
4742 110 11 0 1
4745 15 106 0 1
4751 113 65 0 0
4755 91 79 0 1
4757 43 58 0 1
4764 5 87 0 1
4768 44 59 0 0
4768 56 10 0 0
4769 85 84 0 0
4775 19 127 0 0
4775 14 69 0 1
4794 95 18 0 0
4802 86 118 0 0
4804 48 103 0 0
4805 118 23 0 1
4824 1 61 0 1
4826 46 52 0 1
4826 103 72 0 1
4827 40 22 0 0
4828 39 87 0 0
4831 77 24 0 1
4845 85 25 0 0
4867 6 61 0 0
4867 123 5 0 1
4870 16 101 0 1
4873 50 18 0 0
4876 89 119 0 1
4880 24 63 0 1
4902 66 92 0 0
4906 10 108 0 0
4908 69 9 0 0
4909 58 92 0 1
4916 40 4 0 0
4921 116 41 0 1
4930 78 11 0 1
4931 60 3 0 0
4932 98 61 0 1
4944 127 11 0 0
4949 112 91 0 0
4953 126 38 0 0
4963 116 19 0 0
4983 65 73 0 0
4998 60 103 0 1
5017 113 103 0 0
5024 102 78 0 0
5024 60 64 0 0
5024 94 11 0 0
5027 29 118 0 0
5029 5 88 0 0
5032 78 43 0 0
5034 75 51 0 0
5037 18 113 0 0
5042 36 117 0 0
5045 32 34 0 1
5045 15 126 0 1
5063 45 83 0 0
5065 55 88 0 0
5067 81 49 0 0
5067 113 111 0 1
5071 67 70 0 1
5075 38 25 0 0
5084 13 64 0 0
5085 37 121 0 0
5086 66 24 0 1
5089 36 15 0 0
5092 32 51 0 1
5096 122 99 0 0
5102 79 118 0 0
5114 87 105 0 1
5132 93 50 0 1
5135 11 14 0 0
5135 89 4 0 1
5139 118 71 0 1
5141 0 75 0 0
5151 25 112 0 0
5151 28 15 0 0
5155 46 1 0 1
5159 30 38 0 0
5165 77 43 0 1
5170 120 101 0 0
5177 51 58 0 0
5178 126 48 0 0
5179 22 123 0 1
5181 20 10 0 0
5181 28 39 0 1
5185 31 16 0 1
5217 65 22 0 1
5232 111 47 0 1
5237 29 39 0 0
5239 16 119 0 1
5248 9 71 0 1
5259 70 42 0 0
5259 53 64 0 1
5265 9 6 0 1
5278 41 62 0 0
5291 93 23 0 1
5296 22 121 0 0
5298 55 45 0 0
5302 56 50 0 1
5306 86 98 0 0
5308 3 40 0 0
5318 52 77 0 0
5323 67 58 0 1
5329 72 20 0 0
5331 43 88 0 0
5335 23 19 0 1
5348 118 27 0 1
5359 76 23 0 1
5362 51 5 0 0
5367 108 16 0 1
5369 4 34 0 0
5377 72 53 0 0
5379 95 124 0 1
5383 122 83 0 0
5384 67 39 0 1
5387 108 92 0 1
5389 101 0 0 0
5389 45 118 0 1
5394 86 59 0 1
5396 119 119 0 0
5419 84 78 0 0
5421 89 94 0 1
5422 93 107 0 1
5424 97 118 0 1
5430 66 100 0 0
5430 22 18 0 0
5432 66 31 0 0
5432 105 63 0 0
5439 68 52 0 0
5446 93 19 0 0
5453 18 104 0 1
5454 67 90 0 1
5457 40 82 0 0
5462 118 45 0 0
5462 10 31 0 1
5463 44 53 0 1
5466 34 54 0 1
5473 62 75 0 0
5476 104 120 0 0
5481 102 72 0 0
5482 44 125 0 1
5484 112 81 0 0
5486 87 125 0 0
5487 98 73 0 0
5487 27 28 0 1
5487 37 31 0 1
5489 10 4 0 1
5494 6 110 0 1
5498 60 109 0 1
5509 84 13 0 0
5511 76 84 0 1
5517 70 54 0 0
5520 2 105 0 0
5520 38 103 0 1
5525 62 86 0 1
5525 22 123 0 1
5527 93 92 0 1
5531 91 93 0 1
5533 79 44 0 0
5545 80 54 0 0
5546 12 28 0 1
5555 39 60 0 1
5560 117 94 0 0
5560 68 2 0 1
5563 110 76 0 0
5563 13 57 0 1
5566 89 48 0 1
5573 26 18 0 0
5581 76 112 0 1
5582 48 90 0 0
5584 44 11 0 0
5584 7 127 0 0
5584 95 116 0 1
5586 36 22 0 0
5586 27 95 0 1
5589 119 13 0 1
5594 67 13 0 0
5599 86 2 0 1
5614 96 21 0 0
5616 4 44 0 1
5617 39 9 0 0
5620 0 16 0 1
5625 40 77 0 1
5626 69 42 0 1
5633 123 87 0 1
5637 124 95 0 1
5656 86 72 0 1
5662 87 113 0 1
5664 40 1 0 0
5675 47 122 0 1
5681 46 67 0 0
5687 81 107 0 1
5694 68 40 0 1
5704 92 126 0 1
5704 68 36 0 1
5705 30 105 0 0
5705 90 56 0 1
5712 5 69 0 0
5714 122 82 0 0
5715 115 94 0 1
5716 70 62 0 0
5722 23 97 0 1
5723 46 74 0 0
5727 23 8 0 1
5734 74 36 0 0
5737 125 39 0 1
5738 57 123 0 0
5740 105 70 0 0
5745 61 41 0 0
5755 116 10 0 1
5757 16 76 0 0
5773 24 111 0 0
5773 111 120 0 1
5778 0 125 0 0
5778 94 72 0 0
5781 29 29 0 1
5786 103 85 0 1
5791 94 89 0 1
5801 98 105 0 0
5805 108 117 0 1
5811 123 56 0 1
5812 67 49 0 1
5815 88 119 0 0
5817 21 124 0 1
5819 33 13 0 0
5825 34 17 0 0
5831 56 75 0 0
5835 82 105 0 0
5850 58 53 0 1
5858 53 0 0 0
5859 112 47 0 0
5861 70 30 0 0
5862 63 5 0 1
5864 103 86 0 0
5865 59 7 0 0
5865 43 66 0 1
5872 67 54 0 1
5877 74 41 0 1
5885 10 7 0 1
5887 125 116 0 0
5892 99 108 0 0
5901 117 78 0 0
5905 113 95 0 0
5913 12 40 0 1
5920 23 55 0 1
5921 49 50 0 1
5926 30 123 0 0
5933 34 27 0 0
5933 55 88 0 0
5940 85 2 0 1
5946 35 115 0 0
5964 55 60 0 0
5969 50 114 0 1
5971 59 124 0 0
5972 21 51 0 1
5975 11 35 0 0
5977 40 43 0 1
5981 90 68 0 0
5981 91 85 0 1
5985 124 4 0 0
5988 68 113 0 1
5994 96 59 0 0
5995 90 67 0 0
6003 94 91 0 0
6005 56 100 0 1
6012 6 3 0 0
6018 126 62 0 0
6020 56 17 0 1
6024 48 126 0 1
6026 11 14 0 0
6027 113 91 0 0
6030 48 75 0 1
6033 42 111 0 0
